Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: '-roll' | Start: 1367.28s | End: 1367.48s
Word: ' knowing' | Start: 1367.48s | End: 1368.12s
Word: ' that' | Start: 1368.12s | End: 1368.46s
Word: ' I'm' | Start: 1368.46s | End: 1368.62s
Word: ' going' | Start: 1368.62s | End: 1368.70s
Word: ' to' | Start: 1368.70s | End: 1368.80s
Word: ' take' | Start: 1368.80s | End: 1369.02s
Word: ' an' | Start: 1369.02s | End: 1369.16s
Word: ' advantage' | Start: 1369.16s | End: 1369.54s
Word: ' and' | Start: 1369.54s | End: 1369.78s
Word: ' roll' | Start: 1369.78s | End: 1369.96s
Word: ' two' | Start: 1369.96s | End: 1370.20s
Word: ' dice?' | Start: 1370.20s | End: 1370.82s
Word: ' or' | Start: 1370.60s | End: 1371.86s
Word: ' do' | Start: 1371.86s | End: 1372.10s
Word: ' you' | Start: 1372.10s | End: 1372.18s
Word: ' accept' | Start: 1372.18s | End: 1372.54s
Word: ' Alex's' | Start: 1372.54s | End: 1373.18s
Word: ' offer' | Start: 1373.18s | End: 1373.52s
Word: ' of' | Start: 1373.52s | End: 1373.72s
Word: ' a' | Start: 1373.72s | End: 1373.86s
Word: ' 7900X' | Start: 1373.86s | End: 1374.86s
Word: ' in' | Start: 1374.86s | End: 1375.04s
Word: ' the' | Start: 1375.04s | End: 1375.14s
Word: ' machine?' | Start: 1375.14s | End: 1375.54s
Word: ' Now' | Start: 1375.56s | End: 1375.62s
Word: ' they're' | Start: 1375.62s | End: 1375.74s
Word: ' backtracking.' | Start: 1375.74s | End: 1376.46s
Word: ' They're' | Start: 1376.82s | End: 1377.26s
Word: ' saying' | Start: 1377.26s | End: 1377.64s
Word: ' I' | Start: 1377.64s | End: 1378.40s
Word: ' have' | Start: 1378.40s | End: 1378.80s
Word: ' to' | Start: 1378.80s | End: 1378.94s
Word: ' re' | Start: 1378.94s | End: 1379.14s
Word: '-roll' | Start: 1379.14s | End: 1379.26s
Word: ' it.' | Start: 1379.26s | End: 1379.48s
Word: ' I'm' | Start: 1379.48s | End: 1379.62s
Word: ' saying,' | Start: 1379.62s | End: 1379.86s
Word: ' look,' | Start: 1379.86s | End: 1380.06s
Word: ' if' | Start: 1380.06s | End: 1380.18s
Word: ' I'm' | Start: 1380.18s | End: 1380.32s
Word: ' going' | Start: 1380.32s | End: 1380.40s
Word: ' to' | Start: 1380.40s | End: 1380.48s
Word: ' re' | Start: 1380.48s | End: 1380.66s
Word: '-roll' | Start: 1380.66s | End: 1380.80s
Word: ' this,' | Start: 1380.80s | End: 1381.14s
Word: ' I'm' | Start: 1381.14s | End: 1381.30s
Word: ' taking' | Start: 1381.30s | End: 1381.52s
Word: ' an' | Start: 1381.52s | End: 1381.72s
Word: ' advantage.' | Start: 1381.72s | End: 1382.30s
Word: ' Well,' | Start: 1384.66s | End: 1385.00s
Word: ' but' | Start: 1385.00s | End: 1385.06s
Word: ' if' | Start: 1385.06s | End: 1385.22s
Word: ' you're' | Start: 1385.22s | End: 1385.36s
Word: ' re' | Start: 1385.36s | End: 1385.54s
Word: '-rolling' | Start: 1385.54s | End: 1385.82s
Word: ' it,' | Start: 1385.82s | End: 1386.08s
Word: ' you' | Start: 1386.08s | End: 1386.14s
Word: ' have' | Start: 1386.14s | End: 1386.26s
Word: ' to' | Start: 1386.26s | End: 1386.36s
Word: ' have' | Start: 1386.36s | End: 1386.46s
Word: ' the' | Start: 1386.46s | End: 1386.56s
Word: ' hot' | Start: 1386.56s | End: 1386.74s
Word: ' sauce.' | Start: 1386.74s | End: 1387.32s
Word: ' No,' | Start: 1388.10s | End: 1388.50s
Word: ' no,' | Start: 1388.50s | End: 1388.68s
Word: ' they're' | Start: 1388.68s | End: 1388.88s
Word: ' telling' | Start: 1388.88s | End: 1389.12s
Word: ' me' | Start: 1389.12s | End: 1389.26s
Word: ' to' | Start: 1389.26s | End: 1389.38s
Word: ' re' | Start: 1389.38s | End: 1389.52s
Word: '-roll' | Start: 1389.52s | End: 1389.68s
Word: ' it.' | Start: 1389.68s | End: 1389.86s
Word: ' I' | Start: 1389.86s | End: 1389.94s
Word: ' don't' | Start: 1389.94s | End: 1390.10s
Word: ' want' | Start: 1390.10s | End: 1390.26s
Word: ' to.' | Start: 1390.26s | End: 1390.58s
Word: ' Now' | Start: 1390.70s | End: 1390.92s
Word: ' they' | Start: 1390.92s | End: 1391.06s
Word: ' don't' | Start: 1391.06s | End: 1391.24s
Word: ' want' | Start: 1391.24s | End: 1391.38s
Word: ' you' | Start: 1391.38s | End: 1391.48s
Word: ' to' | Start: 1391.48s | End: 1391.58s
Word: ' re' | Start: 1391.58s | End: 1391.72s
Word: '-roll.' | Start: 1391.72s | End: 1391.98s
Word: ' Now' | Start: 1392.00s | End: 1392.14s
Word: ' they' | Start: 1392.14s | End: 1392.32s
Word: ' don't' | Start: 1392.32s | End: 1392.60s
Word: ' want' | Start: 1392.60s | End: 1392.74s
Word: ' me' | Start: 1392.74s | End: 1392.86s
Word: ' to' | Start: 1392.86s | End: 1392.98s
Word: ' re' | Start: 1392.98s | End: 1393.14s
Word: '-roll.' | Start: 1393.14s | End: 1393.50s
Word: ' Yeah,' | Start: 1393.74s | End: 1393.88s
Word: ' no,' | Start: 1393.88s | End: 1394.06s
Word: ' it's' | Start: 1394.06s | End: 1394.22s
Word: ' a' | Start: 1394.22s | End: 1394.30s
Word: ' 7900X.' | Start: 1394.30s | End: 1395.38s
Word: ' This' | Start: 1395.56s | End: 1395.74s
Word: ' is' | Start: 1395.74s | End: 1395.84s
Word: ' a' | Start: 1395.84s | End: 1395.96s
Word: ' much' | Start: 1395.96s | End: 1396.14s
Word: ' better' | Start: 1396.14s | End: 1396.36s
Word: ' processor.' | Start: 1396.36s | End: 1397.04s
Word: ' This' | Start: 1397.18s | End: 1397.32s
Word: ' thing's' | Start: 1397.32s | End: 1397.48s
Word: ' like' | Start: 1397.48s | End: 1397.56s
Word: ' 400' | Start: 1397.56s | End: 1397.88s
Word: ' bucks.' | Start: 1397.88s | End: 1398.36s
Word: ' All' | Start: 1398.84s | End: 1399.04s
Word: ' right.' | Start: 1399.04s | End: 1399.40s
Word: ' Okay.' | Start: 1400.42s | End: 1400.98s
Word: ' Okay.' | Start: 1402.70s | End: 1403.12s
Word: ' All' | Start: 1403.36s | End: 1403.46s
Word: ' right.' | Start: 1403.46s | End: 1403.74s
Word: ' Let's' | Start: 1404.20s | End: 1404.40s
Word: ' continue' | Start: 1404.40s | End: 1404.74s
Word: ' going' | Start: 1404.74s | End: 1405.04s
Word: ' through' | Start: 1405.04s | End: 1405.30s
Word: ' our' | Start: 1405.30s | End: 1405.64s
Word: ' cooler' | Start: 1405.64s | End: 1406.02s
Word: ' options' | Start: 1406.02s | End: 1406.58s
Word: ' then.' | Start: 1406.58s | End: 1407.08s
Word: ' At' | Start: 1408.24s | End: 1408.50s
Word: ' three,' | Start: 1408.50s | End: 1409.04s
Word: ' we've' | Start: 1409.04s | End: 1409.36s
Word: ' got' | Start: 1409.36s | End: 1409.48s
Word: ' the' | Start: 1409.48s | End: 1409.62s
Word: ' Hyper' | Start: 1409.62s | End: 1409.86s
Word: ' 212' | Start: 1409.86s | End: 1410.48s
Word: ' Evo.' | Start: 1410.48s | End: 1411.12s
Word: ' Decent' | Start: 1411.28s | End: 1411.66s
Word: ' single' | Start: 1411.66s | End: 1411.98s
Word: ' tower' | Start: 1411.98s | End: 1412.26s
Word: ' cooler.' | Start: 1412.26s | End: 1412.76s
Word: ' It's' | Start: 1412.76s | End: 1412.86s
Word: ' a' | Start: 1412.86s | End: 1412.92s
Word: ' budget' | Start: 1412.92s | End: 1413.18s
Word: ' staple.' | Start: 1413.18s | End: 1413.82s
Word: ' Kind' | Start: 1414.50s | End: 1414.72s
Word: ' of' | Start: 1414.72s | End: 1414.86s
Word: ' sucks' | Start: 1414.86s | End: 1415.20s
Word: ' to' | Start: 1415.20s | End: 1415.40s
Word: ' install,' | Start: 1415.40s | End: 1415.82s
Word: ' though.' | Start: 1415.82s | End: 1416.12s
Word: ' I' | Start: 1416.12s | End: 1416.18s
Word: ' don't' | Start: 1416.18s | End: 1416.36s
Word: ' really' | Start: 1416.36s | End: 1416.62s
Word: ' want' | Start: 1416.62s | End: 1416.80s
Word: ' to' | Start: 1416.80s | End: 1416.90s
Word: ' put' | Start: 1416.90s | End: 1417.04s
Word: ' the' | Start: 1417.04s | End: 1417.18s
Word: ' time' | Start: 1417.18s | End: 1417.42s
Word: ' into' | Start: 1417.42s | End: 1417.70s
Word: ' it.' | Start: 1417.70s | End: 1418.02s
Word: ' This' | Start: 1418.70s | End: 1419.00s
Word: ' is' | Start: 1419.00s | End: 1419.16s
Word: ' what' | Start: 1419.16s | End: 1419.30s
Word: ' you' | Start: 1419.30s | End: 1419.46s
Word: ' want,' | Start: 1419.46s | End: 1419.90s
Word: ' okay?' | Start: 1419.90s | End: 1420.24s
Word: ' 80' | Start: 1420.62s | End: 1420.90s
Word: ' bucks.' | Start: 1420.90s | End: 1421.60s
Word: ' NHU' | Start: 1421.88s | End: 1422.36s
Word: ' 12S' | Start: 1422.36s | End: 1422.90s
Word: ' Chromax' | Start: 1422.90s | End: 1423.50s
Word: ' Black.' | Start: 1423.50s | End: 1424.12s
Word: ' It's' | Start: 1424.38s | End: 1424.62s
Word: ' a' | Start: 1424.62s | End: 1424.70s
Word: ' single' | Start: 1424.70s | End: 1424.94s
Word: ' tower' | Start: 1424.94s | End: 1425.22s
Word: ' cooler.' | Start: 1425.22s | End: 1425.84s
Word: ' Way' | Start: 1426.04s | End: 1426.24s
Word: ' easier' | Start: 1426.24s | End: 1426.76s
Word: ' to' | Start: 1426.76s | End: 1427.00s
Word: ' install.' | Start: 1427.00s | End: 1427.72s
Word: ' yeah' | Start: 1428.00s | End: 1428.18s
Word: ' it's' | Start: 1428.18s | End: 1428.46s
Word: ' twice' | Start: 1428.46s | End: 1428.68s
Word: ' the' | Start: 1428.68s | End: 1428.90s
Word: ' price' | Start: 1428.90s | End: 1429.18s
Word: ' of' | Start: 1429.18s | End: 1429.46s
Word: ' the' | Start: 1429.46s | End: 1429.74s
Word: ' Hyper' | Start: 1429.74s | End: 1430.58s
Word: ' 212' | Start: 1430.58s | End: 1431.02s
Word: ' Evo' | Start: 1431.02s | End: 1431.28s
Word: ' but' | Start: 1431.28s | End: 1431.50s
Word: ' it' | Start: 1431.50s | End: 1431.62s
Word: ' is' | Start: 1431.62s | End: 1431.74s
Word: ' a' | Start: 1431.74s | End: 1431.86s
Word: ' lot' | Start: 1431.86s | End: 1432.00s
Word: ' easier' | Start: 1432.00s | End: 1432.34s
Word: ' to' | Start: 1432.34s | End: 1432.52s
Word: ' install' | Start: 1432.52s | End: 1432.84s
Word: ' and' | Start: 1432.98s | End: 1433.08s
Word: ' I' | Start: 1433.08s | End: 1433.12s
Word: ' don't' | Start: 1433.12s | End: 1433.24s
Word: ' want' | Start: 1433.24s | End: 1433.32s
Word: ' to' | Start: 1433.32s | End: 1433.40s
Word: ' waste' | Start: 1433.40s | End: 1433.58s
Word: ' a' | Start: 1433.58s | End: 1433.70s
Word: ' bunch' | Start: 1433.70s | End: 1433.82s
Word: ' of' | Start: 1433.82s | End: 1433.92s
Word: ' time' | Start: 1433.92s | End: 1434.10s
Word: ' today' | Start: 1434.10s | End: 1434.40s
Word: ' you' | Start: 1434.40s | End: 1434.94s
Word: ' got' | Start: 1434.94s | End: 1435.06s
Word: ' your' | Start: 1435.06s | End: 1435.22s
Word: ' time' | Start: 1435.22s | End: 1435.42s
Word: ' is' | Start: 1435.42s | End: 1435.54s
Word: ' very' | Start: 1435.54s | End: 1435.72s
Word: ' valuable' | Start: 1435.96s | End: 1436.22s
Word: ' here' | Start: 1436.22s | End: 1436.82s
Word: ' you' | Start: 1436.82s | End: 1436.92s
Word: ' are' | Start: 1436.92s | End: 1437.26s
Word: ' sitting' | Start: 1437.26s | End: 1438.06s
Word: ' at' | Start: 1438.06s | End: 1438.26s
Word: ' your' | Start: 1438.26s | End: 1438.38s
Word: ' computer' | Start: 1438.38s | End: 1438.84s
Word: ' eating' | Start: 1438.84s | End: 1439.42s
Word: ' snacks' | Start: 1439.42s | End: 1440.06s
Word: ' you' | Start: 1440.06s | End: 1442.04s
Word: ' know' | Start: 1442.04s | End: 1442.18s
Word: ' you' | Start: 1442.18s | End: 1442.90s
Word: ' got' | Start: 1442.90s | End: 1443.04s
Word: ' a' | Start: 1443.10s | End: 1443.16s
Word: ' lot' | Start: 1443.16s | End: 1443.32s
Word: ' going' | Start: 1443.32s | End: 1443.62s
Word: ' on' | Start: 1443.62s | End: 1443.90s
Word: ' I'm' | Start: 1443.90s | End: 1445.42s
Word: ' teasing' | Start: 1445.42s | End: 1445.74s
Word: ' I'm' | Start: 1445.74s | End: 1445.98s
Word: ' teasing' | Start: 1445.98s | End: 1446.16s
Word: ' all' | Start: 1446.16s | End: 1447.34s
Word: ' right' | Start: 1447.34s | End: 1447.44s
Word: ' next' | Start: 1447.44s | End: 1447.70s
Word: ' up' | Start: 1447.70s | End: 1447.90s
Word: ' at' | Start: 1447.90s | End: 1448.16s
Word: ' five' | Start: 1448.16s | End: 1448.48s
Word: ' we've' | Start: 1448.48s | End: 1448.92s
Word: ' got' | Start: 1448.92s | End: 1449.04s
Word: ' the' | Start: 1449.04s | End: 1449.20s
Word: ' Kraken' | Start: 1449.28s | End: 1449.62s
Word: ' x42' | Start: 1449.62s | End: 1450.22s
Word: ' with' | Start: 1450.22s | End: 1450.66s
Word: ' a' | Start: 1450.66s | End: 1450.78s
Word: ' retail' | Start: 1450.78s | End: 1451.12s
Word: ' value' | Start: 1451.12s | End: 1451.46s
Word: ' of' | Start: 1451.46s | End: 1451.62s
Word: ' a' | Start: 1451.62s | End: 1451.76s
Word: ' hundred' | Start: 1451.76s | End: 1451.96s
Word: ' and' | Start: 1451.96s | End: 1452.28s
Word: ' twenty' | Start: 1452.28s | End: 1452.54s
Word: ' bucks' | Start: 1452.54s | End: 1453.16s
Word: ' pretty' | Start: 1453.16s | End: 1454.20s
Word: ' decent' | Start: 1454.20s | End: 1454.74s
Word: ' looking' | Start: 1454.88s | End: 1455.20s
Word: ' um' | Start: 1455.20s | End: 1455.98s
Word: ' looks' | Start: 1455.98s | End: 1457.58s
Word: ' nice' | Start: 1457.58s | End: 1457.86s
Word: ' and' | Start: 1457.86s | End: 1458.06s
Word: ' cools' | Start: 1458.06s | End: 1458.34s
Word: ' good' | Start: 1458.34s | End: 1458.60s
Word: ' unexpected' | Start: 1458.60s | End: 1459.06s
Word: ' for' | Start: 1459.06s | End: 1459.68s
Word: ' something' | Start: 1459.68s | End: 1459.94s
Word: ' named' | Start: 1459.94s | End: 1460.16s
Word: ' after' | Start: 1460.16s | End: 1460.36s
Word: ' a' | Start: 1460.36s | End: 1460.52s
Word: ' lovecraftian' | Start: 1460.52s | End: 1461.14s
Word: ' horror' | Start: 1461.14s | End: 1461.44s
Word: ' i' | Start: 1461.96s | End: 1462.10s
Word: ' am' | Start: 1462.10s | End: 1462.26s
Word: ' oh' | Start: 1462.26s | End: 1462.68s
Word: ' crack' | Start: 1462.68s | End: 1462.96s
Word: ' it' | Start: 1462.96s | End: 1463.12s
Word: ' okay' | Start: 1463.12s | End: 1463.44s
Word: ' yeah' | Start: 1463.44s | End: 1463.80s
Word: ' okay' | Start: 1463.80s | End: 1464.06s
Word: ' yeah' | Start: 1464.06s | End: 1464.34s
Word: ' i' | Start: 1464.34s | End: 1464.60s
Word: ' thought' | Start: 1464.60s | End: 1464.76s
Word: ' it' | Start: 1464.76s | End: 1464.84s
Word: ' was' | Start: 1464.84s | End: 1464.90s
Word: ' like' | Start: 1464.90s | End: 1465.06s
Word: ' nzt' | Start: 1465.06s | End: 1465.42s
Word: ' sorry' | Start: 1465.42s | End: 1466.22s
Word: ' what' | Start: 1466.22s | End: 1466.48s
Word: ' uh' | Start: 1466.48s | End: 1467.36s
Word: ' next' | Start: 1467.36s | End: 1467.76s
Word: ' up' | Start: 1467.76s | End: 1467.98s
Word: ' at' | Start: 1467.98s | End: 1468.26s
Word: ' six' | Start: 1468.26s | End: 1468.52s
Word: ' we've' | Start: 1468.52s | End: 1468.78s
Word: ' got' | Start: 1468.78s | End: 1468.90s
Word: ' the' | Start: 1468.90s | End: 1469.06s
Word: ' montek' | Start: 1469.06s | End: 1469.74s
Word: ' metal' | Start: 1469.74s | End: 1470.46s
Word: ' dt24' | Start: 1470.46s | End: 1472.44s
Word: ' uh' | Start: 1472.44s | End: 1473.64s
Word: ' it' | Start: 1473.64s | End: 1474.90s
Word: ' claims' | Start: 1474.90s | End: 1475.58s
Word: ' montek' | Start: 1475.58s | End: 1476.46s
Word: ' claims' | Start: 1476.46s | End: 1476.80s
Word: ' it' | Start: 1476.80s | End: 1477.02s
Word: ' is' | Start: 1477.02s | End: 1477.30s
Word: ' the' | Start: 1477.30s | End: 1477.80s
Word: ' best' | Start: 1477.80s | End: 1478.20s
Word: ' value' | Start: 1478.20s | End: 1478.64s
Word: ' okay' | Start: 1478.64s | End: 1480.04s
Word: ' at' | Start: 1480.04s | End: 1481.18s
Word: ' 69' | Start: 1481.18s | End: 1481.68s
Word: ' dollars' | Start: 1481.68s | End: 1482.12s
Word: ' I' | Start: 1482.60s | End: 1482.80s
Word: ' will' | Start: 1482.80s | End: 1482.96s
Word: ' say' | Start: 1482.96s | End: 1483.16s
Word: ' it's' | Start: 1483.16s | End: 1483.36s
Word: ' a' | Start: 1483.36s | End: 1483.44s
Word: ' nice' | Start: 1483.44s | End: 1483.74s
Word: ' value.' | Start: 1483.74s | End: 1484.42s
Word: ' That' | Start: 1484.66s | End: 1484.88s
Word: ' I'll' | Start: 1484.88s | End: 1485.06s
Word: ' say.' | Start: 1485.06s | End: 1485.56s
Word: ' If' | Start: 1486.34s | End: 1486.74s
Word: ' I' | Start: 1486.74s | End: 1486.86s
Word: ' roll' | Start: 1486.86s | End: 1487.08s
Word: ' seven,' | Start: 1487.08s | End: 1487.46s
Word: ' you' | Start: 1487.46s | End: 1487.98s
Word: ' get' | Start: 1487.98s | End: 1488.16s
Word: ' an' | Start: 1488.16s | End: 1488.30s
Word: ' NHD14.' | Start: 1488.30s | End: 1489.28s
Word: ' The' | Start: 1489.56s | End: 1489.68s
Word: ' king,' | Start: 1489.68s | End: 1490.24s
Word: ' the' | Start: 1490.24s | End: 1490.56s
Word: ' legend,' | Start: 1490.56s | End: 1491.58s
Word: ' fear' | Start: 1491.58s | End: 1491.94s
Word: ' its' | Start: 1491.94s | End: 1492.24s
Word: ' jaggy' | Start: 1492.24s | End: 1492.68s
Word: ' spikes.' | Start: 1492.68s | End: 1493.48s
Word: ' And,' | Start: 1495.64s | End: 1496.36s
Word: ' oh' | Start: 1496.36s | End: 1496.60s
Word: ' my' | Start: 1496.60s | End: 1496.76s
Word: ' goodness,' | Start: 1496.76s | End: 1497.18s
Word: ' we' | Start: 1497.18s | End: 1497.28s
Word: ' have' | Start: 1497.28s | End: 1497.40s
Word: ' 10' | Start: 1497.40s | End: 1497.64s
Word: ' options' | Start: 1497.64s | End: 1498.06s
Word: ' for' | Start: 1498.06s | End: 1498.28s
Word: ' coolers.' | Start: 1498.28s | End: 1498.94s
Word: ' At' | Start: 1499.30s | End: 1499.46s
Word: ' number' | Start: 1499.46s | End: 1499.70s
Word: ' eight,' | Start: 1499.70s | End: 1500.22s
Word: ' we' | Start: 1500.22s | End: 1500.58s
Word: ' have' | Start: 1500.58s | End: 1500.80s
Word: ' this' | Start: 1500.80s | End: 1501.12s
Word: ' Aorus' | Start: 1501.12s | End: 1501.62s
Word: ' Dual' | Start: 1501.62s | End: 1502.20s
Word: ' 140mm' | Start: 1502.20s | End: 1503.34s
Word: ' liquid' | Start: 1503.34s | End: 1504.10s
Word: ' cooler.' | Start: 1504.10s | End: 1504.74s
Word: ' The' | Start: 1504.94s | End: 1505.08s
Word: ' approximate' | Start: 1505.08s | End: 1505.40s
Word: ' value' | Start: 1505.40s | End: 1505.88s
Word: ' is' | Start: 1505.88s | End: 1506.06s
Word: ' only' | Start: 1506.06s | End: 1506.26s
Word: ' $69?' | Start: 1506.26s | End: 1507.02s
Word: ' Really?' | Start: 1507.62s | End: 1507.98s
Word: ' I' | Start: 1508.04s | End: 1508.14s
Word: ' feel' | Start: 1508.14s | End: 1508.26s
Word: ' like' | Start: 1508.26s | End: 1508.36s
Word: ' it's' | Start: 1508.36s | End: 1508.46s
Word: ' supposed' | Start: 1508.46s | End: 1508.58s
Word: ' to' | Start: 1508.58s | End: 1508.68s
Word: ' be' | Start: 1508.68s | End: 1508.78s
Word: ' $169.' | Start: 1508.78s | End: 1509.64s
Word: ' Yeah,' | Start: 1509.68s | End: 1509.90s
Word: ' it' | Start: 1509.90s | End: 1509.94s
Word: ' should' | Start: 1509.94s | End: 1510.04s
Word: ' be' | Start: 1510.04s | End: 1510.16s
Word: ' $169.' | Start: 1510.16s | End: 1511.50s
Word: ' We've' | Start: 1511.24s | End: 1512.08s
Word: ' also' | Start: 1512.08s | End: 1512.36s
Word: ' got' | Start: 1512.36s | End: 1512.72s
Word: ' an' | Start: 1512.72s | End: 1513.08s
Word: ' ROG' | Start: 1513.08s | End: 1513.72s
Word: ' Ryujin' | Start: 1513.72s | End: 1514.66s
Word: ' 360' | Start: 1514.66s | End: 1516.02s
Word: ' right' | Start: 1516.02s | End: 1516.68s
Word: ' here.' | Start: 1516.68s | End: 1517.08s
Word: ' This' | Start: 1517.14s | End: 1517.20s
Word: ' is' | Start: 1517.20s | End: 1517.32s
Word: ' valued' | Start: 1517.32s | End: 1517.58s
Word: ' at' | Start: 1517.58s | End: 1517.74s
Word: ' about' | Start: 1517.74s | End: 1517.96s
Word: ' $300.' | Start: 1517.96s | End: 1518.96s
Word: ' This' | Start: 1520.68s | End: 1520.82s
Word: ' is' | Start: 1520.82s | End: 1520.98s
Word: ' apparently' | Start: 1520.98s | End: 1521.30s
Word: ' Tony' | Start: 1521.30s | End: 1521.68s
Word: ' Hawk's' | Start: 1521.68s | End: 1522.20s
Word: ' favorite' | Start: 1522.20s | End: 1522.56s
Word: ' cooler.' | Start: 1522.56s | End: 1522.96s
Word: ' Is' | Start: 1523.40s | End: 1523.54s
Word: ' this' | Start: 1523.54s | End: 1523.66s
Word: ' a' | Start: 1523.66s | End: 1523.80s
Word: ' joke' | Start: 1523.80s | End: 1524.04s
Word: ' that' | Start: 1524.04s | End: 1524.22s
Word: ' I' | Start: 1524.22s | End: 1524.32s
Word: ' don't' | Start: 1524.32s | End: 1524.48s
Word: ' get?' | Start: 1524.48s | End: 1524.84s
Word: ' Adam' | Start: 1525.30s | End: 1525.54s
Word: ' wrote' | Start: 1525.54s | End: 1525.72s
Word: ' these,' | Start: 1525.72s | End: 1525.92s
Word: ' actually.' | Start: 1525.92s | End: 1526.38s
Word: ' Adam' | Start: 1526.38s | End: 1526.50s
Word: ' wrote' | Start: 1526.50s | End: 1526.80s
Word: ' these.' | Start: 1526.80s | End: 1527.08s
Word: ' All' | Start: 1527.22s | End: 1527.24s
Word: ' right.' | Start: 1527.24s | End: 1527.42s
Word: ' Thanks,' | Start: 1527.56s | End: 1527.72s
Word: ' Adam.' | Start: 1527.72s | End: 1528.06s
Word: ' I'm' | Start: 1528.18s | End: 1528.46s
Word: ' sure' | Start: 1528.46s | End: 1528.98s
Word: ' there's' | Start: 1528.98s | End: 1529.28s
Word: ' like' | Start: 1529.28s | End: 1529.44s
Word: ' a' | Start: 1529.44s | End: 1529.60s
Word: ' skate' | Start: 1529.60s | End: 1529.92s
Word: ' joke' | Start: 1529.92s | End: 1530.22s
Word: ' in' | Start: 1530.22s | End: 1530.46s
Word: ' there' | Start: 1530.46s | End: 1530.60s
Word: ' that' | Start: 1530.60s | End: 1530.76s
Word: ' is' | Start: 1530.76s | End: 1531.20s
Word: ' going' | Start: 1531.20s | End: 1531.38s
Word: ' way' | Start: 1531.38s | End: 1531.58s
Word: ' over' | Start: 1531.58s | End: 1531.74s
Word: ' my' | Start: 1531.74s | End: 1531.88s
Word: ' head.' | Start: 1531.88s | End: 1532.24s
Word: ' He's' | Start: 1532.26s | End: 1532.26s
Word: ' the' | Start: 1532.26s | End: 1532.26s
Word: ' first' | Start: 1532.26s | End: 1532.26s
Word: ' to' | Start: 1532.26s | End: 1532.40s
Word: ' do' | Start: 1532.40s | End: 1532.48s
Word: ' the' | Start: 1532.48s | End: 1532.60s
Word: ' 900.' | Start: 1532.60s | End: 1533.16s
Word: ' And' | Start: 1533.28s | End: 1533.46s
Word: ' finally,' | Start: 1533.46s | End: 1534.40s
Word: ' oh,' | Start: 1534.40s | End: 1535.14s
Word: ' the' | Start: 1535.14s | End: 1535.28s
Word: ' first' | Start: 1535.28s | End: 1535.54s
Word: ' to' | Start: 1535.54s | End: 1535.74s
Word: ' do' | Start: 1535.74s | End: 1535.88s
Word: ' the' | Start: 1535.88s | End: 1536.06s
Word: ' 900.' | Start: 1536.06s | End: 1536.64s
Word: ' That' | Start: 1536.64s | End: 1537.34s
Word: ' makes' | Start: 1537.34s | End: 1537.72s
Word: ' sense' | Start: 1537.72s | End: 1538.22s
Word: ' because' | Start: 1538.22s | End: 1538.80s
Word: ' of' | Start: 1538.80s | End: 1539.04s
Word: ' how' | Start: 1539.04s | End: 1539.38s
Word: ' many' | Start: 1539.38s | End: 1539.66s
Word: ' revolutions' | Start: 1539.66s | End: 1540.66s
Word: ' he' | Start: 1540.66s | End: 1541.24s
Word: ' did,' | Start: 1541.24s | End: 1541.66s
Word: ' which' | Start: 1541.66s | End: 1541.94s
Word: ' was' | Start: 1541.94s | End: 1542.14s
Word: ' a' | Start: 1542.14s | End: 1542.48s
Word: ' very' | Start: 1542.48s | End: 1542.68s
Word: ' revolutionary' | Start: 1542.68s | End: 1543.26s
Word: ' thing.' | Start: 1543.26s | End: 1544.02s
Word: ' Then' | Start: 1544.50s | End: 1544.96s
Word: ' we've' | Start: 1544.96s | End: 1545.14s
Word: ' got' | Start: 1545.14s | End: 1545.24s
Word: ' the' | Start: 1545.24s | End: 1545.38s
Word: ' ProSiphon' | Start: 1545.38s | End: 1545.96s
Word: ' Elite.' | Start: 1545.96s | End: 1546.42s
Word: ' Approximate' | Start: 1546.76s | End: 1547.08s
Word: ' value,' | Start: 1547.08s | End: 1547.52s
Word: ' $170.' | Start: 1547.52s | End: 1549.74s
Word: ' This' | Start: 1550.00s | End: 1550.32s
Word: ' bad' | Start: 1550.32s | End: 1550.88s
Word: ' boy' | Start: 1550.88s | End: 1551.32s
Word: ' has' | Start: 1551.32s | End: 1551.90s
Word: ' two' | Start: 1551.90s | End: 1552.12s
Word: ' cooling' | Start: 1552.12s | End: 1552.54s
Word: ' phases.' | Start: 1552.54s | End: 1553.28s
Word: ' In' | Start: 1553.78s | End: 1553.92s
Word: ' all' | Start: 1553.92s | End: 1554.02s
Word: ' seriousness,' | Start: 1554.02s | End: 1554.50s
Word: ' though,' | Start: 1554.50s | End: 1554.64s
Word: ' that's' | Start: 1554.64s | End: 1554.86s
Word: ' a' | Start: 1554.86s | End: 1555.02s
Word: ' freaking' | Start: 1555.02s | End: 1555.34s
Word: ' great' | Start: 1555.34s | End: 1555.78s
Word: ' cooler.' | Start: 1555.78s | End: 1556.34s
Word: ' You' | Start: 1556.70s | End: 1556.98s
Word: ' are' | Start: 1556.98s | End: 1557.62s
Word: ' hoping' | Start: 1557.62s | End: 1557.96s
Word: ' for' | Start: 1557.96s | End: 1558.44s
Word: ' a' | Start: 1558.44s | End: 1559.00s
Word: ' 10,' | Start: 1559.00s | End: 1559.50s
Word: ' a' | Start: 1559.50s | End: 1559.86s
