Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' The' | Start: 6440.68s | End: 6440.76s
Word: ' 5080' | Start: 6440.76s | End: 6441.36s
Word: ' is' | Start: 6441.36s | End: 6441.80s
Word: ' the' | Start: 6441.80s | End: 6441.92s
Word: ' gaming' | Start: 6441.92s | End: 6442.18s
Word: ' flagship' | Start: 6442.18s | End: 6442.56s
Word: ' and' | Start: 6442.56s | End: 6444.14s
Word: ' they' | Start: 6444.14s | End: 6444.38s
Word: ' have' | Start: 6444.38s | End: 6444.64s
Word: ' deemed' | Start: 6444.64s | End: 6445.26s
Word: ' it' | Start: 6445.26s | End: 6445.52s
Word: ' thusly' | Start: 6445.52s | End: 6446.02s
Word: ' that' | Start: 6446.02s | End: 6446.72s
Word: ' 16' | Start: 6446.72s | End: 6447.04s
Word: ' gigs' | Start: 6447.04s | End: 6447.24s
Word: ' is' | Start: 6447.24s | End: 6447.42s
Word: ' enough.' | Start: 6447.42s | End: 6447.78s
Word: ' Now' | Start: 6447.78s | End: 6447.86s
Word: ' AMD' | Start: 6447.86s | End: 6448.20s
Word: ' might' | Start: 6448.20s | End: 6448.58s
Word: ' come' | Start: 6448.58s | End: 6448.78s
Word: ' and' | Start: 6448.78s | End: 6448.90s
Word: ' be' | Start: 6448.90s | End: 6449.02s
Word: ' disruptive.' | Start: 6449.02s | End: 6449.68s
Word: ' I' | Start: 6449.88s | End: 6449.96s
Word: ' think' | Start: 6449.96s | End: 6450.14s
Word: ' the' | Start: 6450.14s | End: 6450.28s
Word: ' word' | Start: 6450.28s | End: 6450.44s
Word: ' on' | Start: 6450.44s | End: 6450.60s
Word: ' the' | Start: 6450.60s | End: 6450.70s
Word: ' street' | Start: 6450.70s | End: 6450.92s
Word: ' is' | Start: 6450.92s | End: 6451.16s
Word: ' that' | Start: 6451.16s | End: 6451.42s
Word: ' the,' | Start: 6451.42s | End: 6452.04s
Word: ' oh' | Start: 6452.04s | End: 6452.58s
Word: ' man,' | Start: 6452.58s | End: 6452.88s
Word: ' what' | Start: 6452.88s | End: 6452.94s
Word: ' is' | Start: 6452.94s | End: 6453.08s
Word: ' the' | Start: 6453.08s | End: 6453.22s
Word: ' stupid' | Start: 6453.22s | End: 6453.48s
Word: ' thing' | Start: 6453.48s | End: 6453.68s
Word: ' called?' | Start: 6453.68s | End: 6454.18s
Word: ' What's' | Start: 6455.36s | End: 6455.70s
Word: ' it' | Start: 6455.70s | End: 6455.78s
Word: ' called?' | Start: 6455.78s | End: 6456.18s
Word: ' 9070,' | Start: 6456.52s | End: 6457.66s
Word: ' what's' | Start: 6457.66s | End: 6458.02s
Word: ' the' | Start: 6458.02s | End: 6458.10s
Word: ' new' | Start: 6458.10s | End: 6458.24s
Word: ' AMD' | Start: 6458.24s | End: 6458.50s
Word: ' card?' | Start: 6458.50s | End: 6458.88s
Word: ' Oh,' | Start: 6458.90s | End: 6458.90s
Word: ' 9070' | Start: 6458.90s | End: 6459.06s
Word: ' XT.' | Start: 6459.06s | End: 6459.44s
Word: ' 9070' | Start: 6459.52s | End: 6460.06s
Word: ' XT.' | Start: 6460.06s | End: 6460.60s
Word: ' There's' | Start: 6461.20s | End: 6461.40s
Word: ' some' | Start: 6461.40s | End: 6461.54s
Word: ' rumors' | Start: 6461.54s | End: 6461.84s
Word: ' that' | Start: 6461.84s | End: 6462.08s
Word: ' it' | Start: 6462.08s | End: 6462.18s
Word: ' could' | Start: 6462.18s | End: 6462.34s
Word: ' be' | Start: 6462.34s | End: 6462.50s
Word: ' equipped' | Start: 6462.50s | End: 6462.80s
Word: ' with' | Start: 6462.94s | End: 6463.02s
Word: ' up' | Start: 6463.02s | End: 6463.30s
Word: ' to' | Start: 6463.30s | End: 6463.48s
Word: ' 32' | Start: 6463.48s | End: 6463.88s
Word: ' gigs' | Start: 6463.88s | End: 6464.14s
Word: ' of' | Start: 6464.14s | End: 6464.34s
Word: ' RAM.' | Start: 6464.34s | End: 6464.44s
Word: ' There's' | Start: 6464.84s | End: 6465.02s
Word: ' gonna' | Start: 6465.02s | End: 6465.08s
Word: ' be' | Start: 6465.08s | End: 6465.18s
Word: ' a' | Start: 6465.18s | End: 6465.30s
Word: ' card' | Start: 6465.30s | End: 6465.54s
Word: ' that's' | Start: 6465.54s | End: 6465.76s
Word: ' in' | Start: 6465.76s | End: 6465.86s
Word: ' that' | Start: 6465.86s | End: 6466.00s
Word: ' class' | Start: 6466.00s | End: 6466.40s
Word: ' with' | Start: 6466.40s | End: 6466.76s
Word: ' 32,' | Start: 6466.76s | End: 6467.32s
Word: ' not' | Start: 6467.50s | End: 6467.64s
Word: ' the' | Start: 6467.64s | End: 6467.78s
Word: ' base' | Start: 6467.78s | End: 6468.00s
Word: ' one.' | Start: 6468.00s | End: 6468.36s
Word: ' Got' | Start: 6468.46s | End: 6468.62s
Word: ' it.' | Start: 6468.62s | End: 6468.94s
Word: ' Is' | Start: 6469.64s | End: 6469.80s
Word: ' that' | Start: 6469.80s | End: 6469.90s
Word: ' confirmed' | Start: 6469.90s | End: 6470.28s
Word: ' or' | Start: 6470.28s | End: 6470.46s
Word: ' is' | Start: 6470.46s | End: 6470.58s
Word: ' that' | Start: 6470.58s | End: 6470.74s
Word: ' still' | Start: 6470.74s | End: 6470.88s
Word: ' very' | Start: 6470.88s | End: 6471.16s
Word: '-' | Start: 6471.16s | End: 6471.16s
Word: ' No,' | Start: 6471.18s | End: 6471.20s
Word: ' we're' | Start: 6471.20s | End: 6471.36s
Word: ' still' | Start: 6471.36s | End: 6471.48s
Word: ' rumored' | Start: 6471.48s | End: 6471.80s
Word: ' down.' | Start: 6471.80s | End: 6472.52s
Word: ' Oh,' | Start: 6472.60s | End: 6473.12s
Word: ' frame' | Start: 6473.12s | End: 6473.34s
Word: ' view.' | Start: 6473.34s | End: 6473.78s
Word: ' Oh,' | Start: 6474.18s | End: 6474.46s
Word: ' yes.' | Start: 6474.46s | End: 6475.22s
Word: ' But' | Start: 6477.06s | End: 6477.26s
Word: ' that' | Start: 6477.26s | End: 6477.40s
Word: ' doesn't' | Start: 6477.40s | End: 6477.66s
Word: ' help' | Start: 6477.66s | End: 6477.88s
Word: ' you' | Start: 6477.88s | End: 6478.04s
Word: ' if' | Start: 6478.04s | End: 6479.02s
Word: ' you' | Start: 6479.02s | End: 6479.14s
Word: ' want' | Start: 6479.14s | End: 6479.60s
Word: ' an' | Start: 6479.60s | End: 6479.74s
Word: ' NVIDIA' | Start: 6479.74s | End: 6480.04s
Word: ' card,' | Start: 6480.04s | End: 6480.46s
Word: ' basically.' | Start: 6480.92s | End: 6481.42s
Word: ' Why' | Start: 6482.42s | End: 6482.98s
Word: ' am' | Start: 6482.98s | End: 6483.10s
Word: ' I' | Start: 6483.10s | End: 6483.18s
Word: ' changing' | Start: 6483.18s | End: 6483.48s
Word: ' my,' | Start: 6483.48s | End: 6484.14s
Word: ' Why' | Start: 6484.38s | End: 6484.46s
Word: ' am' | Start: 6484.46s | End: 6484.56s
Word: ' I' | Start: 6484.56s | End: 6484.62s
Word: ' reloading' | Start: 6484.62s | End: 6484.98s
Word: ' in' | Start: 6484.98s | End: 6485.10s
Word: ' the' | Start: 6485.10s | End: 6485.14s
Word: ' middle' | Start: 6485.14s | End: 6485.26s
Word: ' of' | Start: 6485.26s | End: 6485.36s
Word: ' the' | Start: 6485.36s | End: 6485.42s
Word: ' thing?' | Start: 6485.42s | End: 6485.68s
Word: ' Ba' | Start: 6486.64s | End: 6486.80s
Word: ' ba' | Start: 6486.80s | End: 6486.92s
Word: ' ba' | Start: 6486.92s | End: 6487.04s
Word: ' ba' | Start: 6487.04s | End: 6487.16s
Word: ' ba,' | Start: 6487.16s | End: 6487.30s
Word: ' oh,' | Start: 6487.30s | End: 6487.86s
Word: ' oh,' | Start: 6487.86s | End: 6488.32s
Word: ' goodness,' | Start: 6488.32s | End: 6488.82s
Word: ' I' | Start: 6488.82s | End: 6488.94s
Word: ' swear.' | Start: 6488.94s | End: 6488.98s
Word: ' Okay.' | Start: 6488.98s | End: 6489.74s
Word: ' I' | Start: 6489.92s | End: 6490.04s
Word: ' was' | Start: 6490.04s | End: 6490.16s
Word: ' like,' | Start: 6490.16s | End: 6490.26s
Word: ' is' | Start: 6490.26s | End: 6490.30s
Word: ' that' | Start: 6490.30s | End: 6490.38s
Word: ' 40' | Start: 6490.38s | End: 6490.66s
Word: ' frames?' | Start: 6490.66s | End: 6491.34s
Word: ' No,' | Start: 6491.90s | End: 6492.34s
Word: ' no,' | Start: 6492.34s | End: 6492.44s
Word: ' no.' | Start: 6492.44s | End: 6492.80s
Word: ' Man,' | Start: 6493.78s | End: 6494.26s
Word: ' we' | Start: 6494.26s | End: 6494.34s
Word: ' are.' | Start: 6494.34s | End: 6494.66s
Word: ' Pretty' | Start: 6494.76s | End: 6494.96s
Word: ' damn' | Start: 6494.96s | End: 6495.08s
Word: ' close.' | Start: 6495.08s | End: 6495.58s
Word: ' We' | Start: 6495.64s | End: 6495.76s
Word: ' are' | Start: 6495.76s | End: 6495.88s
Word: ' actually' | Start: 6495.88s | End: 6496.32s
Word: ' surprisingly' | Start: 6496.32s | End: 6497.36s
Word: ' close.' | Start: 6497.36s | End: 6498.36s
Word: ' All' | Start: 6499.12s | End: 6499.46s
Word: ' things' | Start: 6499.46s | End: 6499.68s
Word: ' considered,' | Start: 6499.68s | End: 6500.32s
Word: ' we' | Start: 6500.32s | End: 6500.42s
Word: ' are' | Start: 6500.42s | End: 6500.52s
Word: ' at' | Start: 6500.52s | End: 6500.62s
Word: ' the' | Start: 6500.62s | End: 6500.70s
Word: ' same' | Start: 6500.70s | End: 6500.88s
Word: ' settings.' | Start: 6500.88s | End: 6501.24s
Word: ' I' | Start: 6501.24s | End: 6501.30s
Word: ' mean,' | Start: 6501.30s | End: 6501.46s
Word: ' we're' | Start: 6501.46s | End: 6501.52s
Word: ' at' | Start: 6501.52s | End: 6501.62s
Word: ' 1080p' | Start: 6501.62s | End: 6502.10s
Word: ' anyway,' | Start: 6502.10s | End: 6502.54s
Word: ' right?' | Start: 6502.54s | End: 6502.82s
Word: ' Yeah.' | Start: 6502.82s | End: 6503.04s
Word: ' And' | Start: 6503.54s | End: 6503.72s
Word: ' we're' | Start: 6503.72s | End: 6503.92s
Word: ' far' | Start: 6503.92s | End: 6505.12s
Word: ' past' | Start: 6505.12s | End: 6505.40s
Word: ' the' | Start: 6505.40s | End: 6505.54s
Word: ' point' | Start: 6505.54s | End: 6505.70s
Word: ' of' | Start: 6505.70s | End: 6505.80s
Word: ' dimensioning' | Start: 6505.80s | End: 6506.20s
Word: ' returns.' | Start: 6506.20s | End: 6506.74s
Word: ' Yep.' | Start: 6507.54s | End: 6508.28s
Word: ' Dude,' | Start: 6510.00s | End: 6510.28s
Word: ' we' | Start: 6510.28s | End: 6510.34s
Word: ' were' | Start: 6510.34s | End: 6510.48s
Word: ' thinking' | Start: 6510.48s | End: 6510.72s
Word: ' of' | Start: 6510.72s | End: 6510.92s
Word: ' doing' | Start: 6510.92s | End: 6511.12s
Word: ' like' | Start: 6511.18s | End: 6511.44s
Word: ' a' | Start: 6511.44s | End: 6511.90s
Word: ' thousand' | Start: 6511.90s | End: 6512.28s
Word: ' FPS' | Start: 6512.28s | End: 6512.66s
Word: ' gaming' | Start: 6512.66s | End: 6513.02s
Word: ' PC,' | Start: 6513.02s | End: 6513.50s
Word: ' you' | Start: 6513.50s | End: 6513.50s
Word: ' know,' | Start: 6513.50s | End: 6513.60s
Word: ' getting' | Start: 6513.64s | End: 6513.80s
Word: ' like' | Start: 6513.80s | End: 6513.98s
Word: ' a' | Start: 6513.98s | End: 6514.08s
Word: ' 9800X3D.' | Start: 6514.08s | End: 6515.34s
Word: ' Come' | Start: 6515.36s | End: 6515.56s
Word: ' on,' | Start: 6515.56s | End: 6515.70s
Word: ' come' | Start: 6515.70s | End: 6515.84s
Word: ' on' | Start: 6515.84s | End: 6516.08s
Word: ' over' | Start: 6516.08s | End: 6516.26s
Word: ' here.' | Start: 6516.26s | End: 6516.50s
Word: ' Come' | Start: 6516.60s | End: 6516.74s
Word: ' on,' | Start: 6516.74s | End: 6516.90s
Word: ' get' | Start: 6516.90s | End: 6516.92s
Word: ' over' | Start: 6516.92s | End: 6517.10s
Word: ' here.' | Start: 6517.10s | End: 6517.36s
Word: ' Give' | Start: 6517.36s | End: 6517.40s
Word: ' it' | Start: 6517.40s | End: 6517.50s
Word: ' a' | Start: 6517.50s | End: 6517.56s
Word: ' bit.' | Start: 6517.56s | End: 6518.00s
Word: ' And' | Start: 6519.10s | End: 6519.28s
Word: ' like' | Start: 6519.28s | End: 6519.54s
Word: ' trying' | Start: 6519.54s | End: 6519.76s
Word: ' to,' | Start: 6519.76s | End: 6520.10s
Word: ' oh' | Start: 6520.10s | End: 6520.24s
Word: ' boy.' | Start: 6520.24s | End: 6520.82s
Word: ' Is' | Start: 6520.98s | End: 6521.12s
Word: ' it' | Start: 6521.12s | End: 6521.20s
Word: ' possible' | Start: 6521.20s | End: 6521.58s
Word: ' on' | Start: 6521.58s | End: 6521.78s
Word: ' modern' | Start: 6521.78s | End: 6522.00s
Word: ' competitive' | Start: 6522.00s | End: 6523.18s
Word: ' games' | Start: 6523.18s | End: 6523.62s
Word: ' to' | Start: 6523.76s | End: 6523.90s
Word: ' get' | Start: 6523.90s | End: 6524.02s
Word: ' a' | Start: 6524.02s | End: 6524.06s
Word: ' thousand?' | Start: 6524.06s | End: 6524.46s
Word: ' Well,' | Start: 6524.50s | End: 6524.84s
Word: ' that' | Start: 6524.84s | End: 6524.94s
Word: ' was' | Start: 6524.94s | End: 6525.08s
Word: ' the' | Start: 6525.08s | End: 6525.22s
Word: ' question' | Start: 6525.22s | End: 6525.48s
Word: ' we' | Start: 6525.52s | End: 6525.64s
Word: ' were' | Start: 6525.64s | End: 6525.74s
Word: ' going' | Start: 6525.74s | End: 6525.84s
Word: ' to' | Start: 6525.84s | End: 6525.90s
Word: ' try' | Start: 6525.90s | End: 6526.06s
Word: ' and' | Start: 6526.06s | End: 6526.18s
Word: ' answer.' | Start: 6526.18s | End: 6526.54s
Word: ' With' | Start: 6527.06s | End: 6527.24s
Word: ' like' | Start: 6527.24s | End: 6527.42s
Word: ' a' | Start: 6527.42s | End: 6527.56s
Word: ' tuned' | Start: 6527.56s | End: 6527.86s
Word: ' 9800X3D' | Start: 6527.86s | End: 6529.40s
Word: ' plus' | Start: 6530.08s | End: 6530.58s
Word: ' an' | Start: 6530.58s | End: 6530.96s
Word: ' RTX' | Start: 6530.96s | End: 6531.28s
Word: ' 5090,' | Start: 6531.28s | End: 6532.32s
Word: ' could' | Start: 6532.60s | End: 6532.76s
Word: ' we' | Start: 6532.76s | End: 6532.88s
Word: ' actually' | Start: 6532.88s | End: 6533.18s
Word: ' run' | Start: 6533.18s | End: 6533.52s
Word: ' at' | Start: 6533.52s | End: 6533.76s
Word: ' a' | Start: 6533.76s | End: 6533.88s
Word: ' thousand' | Start: 6533.88s | End: 6534.12s
Word: ' FPS?' | Start: 6534.12s | End: 6534.78s
Word: ' So' | Start: 6534.78s | End: 6534.94s
Word: ' right' | Start: 6534.94s | End: 6535.04s
Word: ' now,' | Start: 6535.04s | End: 6535.32s
Word: ' it' | Start: 6535.52s | End: 6535.62s
Word: ' might' | Start: 6535.62s | End: 6535.76s
Word: ' be' | Start: 6535.76s | End: 6536.00s
Word: ' that' | Start: 6536.00s | End: 6536.60s
Word: ' you're' | Start: 6536.60s | End: 6536.74s
Word: ' helped' | Start: 6536.74s | End: 6536.92s
Word: ' out' | Start: 6536.92s | End: 6537.06s
Word: ' because' | Start: 6537.12s | End: 6537.20s
Word: ' I' | Start: 6537.20s | End: 6537.28s
Word: ' don't' | Start: 6537.28s | End: 6537.34s
Word: ' have' | Start: 6537.34s | End: 6537.44s
Word: ' any' | Start: 6537.44s | End: 6537.56s
Word: ' AI' | Start: 6537.56s | End: 6537.88s
Word: ' because' | Start: 6538.00s | End: 6538.10s
Word: ' it's' | Start: 6538.10s | End: 6538.24s
Word: ' a' | Start: 6538.24s | End: 6538.32s
Word: ' training' | Start: 6538.32s | End: 6538.62s
Word: ' session.' | Start: 6538.62s | End: 6539.28s
Word: ' I' | Start: 6539.70s | End: 6539.84s
Word: ' have' | Start: 6539.84s | End: 6539.96s
Word: ' to' | Start: 6539.96s | End: 6540.02s
Word: ' do' | Start: 6540.02s | End: 6540.14s
Word: ' this' | Start: 6540.14s | End: 6540.28s
Word: ' before' | Start: 6540.28s | End: 6540.48s
Word: ' I' | Start: 6540.48s | End: 6540.56s
Word: ' can' | Start: 6540.56s | End: 6540.66s
Word: ' play' | Start: 6540.66s | End: 6540.88s
Word: ' it.' | Start: 6540.88s | End: 6541.00s
Word: ' Or' | Start: 6541.00s | End: 6541.10s
Word: ' there's' | Start: 6541.10s | End: 6541.32s
Word: ' very' | Start: 6541.32s | End: 6541.58s
Word: ' few' | Start: 6541.58s | End: 6541.82s
Word: ' AI.' | Start: 6541.82s | End: 6542.46s
Word: ' I' | Start: 6544.74s | End: 6544.90s
Word: ' don't' | Start: 6544.90s | End: 6545.00s
Word: ' know.' | Start: 6545.00s | End: 6545.16s
Word: ' There's...' | Start: 6545.16s | End: 6545.62s
Word: ' This' | Start: 6545.68s | End: 6546.72s
Word: ' just' | Start: 6546.72s | End: 6546.96s
Word: ' isn't' | Start: 6546.96s | End: 6547.72s
Word: ' actually' | Start: 6547.72s | End: 6548.10s
Word: ' running' | Start: 6548.10s | End: 6548.40s
Word: ' that' | Start: 6548.40s | End: 6548.62s
Word: ' fast.' | Start: 6548.62s | End: 6548.90s
Word: ' I' | Start: 6548.90s | End: 6548.96s
Word: ' don't' | Start: 6548.96s | End: 6549.06s
Word: ' still' | Start: 6549.06s | End: 6549.20s
Word: ' have' | Start: 6549.20s | End: 6549.30s
Word: ' Premiere' | Start: 6549.30s | End: 6549.58s
Word: ' open' | Start: 6549.58s | End: 6549.82s
Word: ' in' | Start: 6549.82s | End: 6549.92s
Word: ' the' | Start: 6549.92s | End: 6549.98s
Word: ' background' | Start: 6549.98s | End: 6550.24s
Word: ' or' | Start: 6550.24s | End: 6550.40s
Word: ' anything,' | Start: 6550.40s | End: 6550.64s
Word: ' do' | Start: 6550.64s | End: 6550.70s
Word: ' I?' | Start: 6550.70s | End: 6550.82s
Word: ' I' | Start: 6550.84s | End: 6550.94s
Word: ' don't.' | Start: 6550.94s | End: 6551.30s
Word: ' I' | Start: 6551.90s | End: 6552.06s
Word: ' don't' | Start: 6552.06s | End: 6552.18s
Word: ' know.' | Start: 6552.18s | End: 6552.32s
Word: ' I' | Start: 6552.32s | End: 6552.38s
Word: ' was' | Start: 6552.38s | End: 6552.50s
Word: ' expecting' | Start: 6552.50s | End: 6552.88s
Word: ' more' | Start: 6552.88s | End: 6553.24s
Word: ' than' | Start: 6553.24s | End: 6553.54s
Word: ' 500' | Start: 6553.54s | End: 6555.28s
Word: ' FPS.' | Start: 6555.28s | End: 6556.10s
Word: ' Yeah.' | Start: 6556.28s | End: 6556.68s
Word: ' Is' | Start: 6556.94s | End: 6557.10s
Word: ' there' | Start: 6557.10s | End: 6557.18s
Word: ' something' | Start: 6557.18s | End: 6557.34s
Word: ' going' | Start: 6557.34s | End: 6557.72s
Word: ' on?' | Start: 6557.72s | End: 6558.20s
Word: ' Nope.' | Start: 6559.84s | End: 6560.34s
Word: ' I' | Start: 6560.62s | End: 6560.74s
Word: ' just' | Start: 6560.74s | End: 6560.90s
Word: ' checked.' | Start: 6560.90s | End: 6561.44s
Word: ' Maybe' | Start: 6561.86s | End: 6562.06s
Word: ' I' | Start: 6562.06s | End: 6562.62s
Word: ' messed' | Start: 6562.62s | End: 6562.80s
Word: ' up' | Start: 6562.80s | End: 6562.92s
Word: ' the' | Start: 6562.92s | End: 6563.02s
Word: ' settings.' | Start: 6563.02s | End: 6563.34s
Word: ' Let's' | Start: 6563.34s | End: 6563.50s
Word: ' just' | Start: 6563.50s | End: 6563.64s
Word: ' double' | Start: 6563.64s | End: 6563.84s
Word: ' check.' | Start: 6563.84s | End: 6564.26s
Word: ' Sure,' | Start: 6564.44s | End: 6564.82s
Word: ' yeah.' | Start: 6564.82s | End: 6564.92s
Word: ' We' | Start: 6565.00s | End: 6565.08s
Word: ' can' | Start: 6565.08s | End: 6565.18s
Word: ' do' | Start: 6565.18s | End: 6565.28s
Word: ' that.' | Start: 6565.28s | End: 6565.60s
Word: ' Okay,' | Start: 6565.62s | End: 6565.78s
Word: ' so' | Start: 6565.78s | End: 6565.92s
Word: ' video,' | Start: 6565.92s | End: 6566.58s
Word: ' 1080p.' | Start: 6566.58s | End: 6567.92s
Word: ' It' | Start: 6568.52s | End: 6568.74s
Word: ' could' | Start: 6568.74s | End: 6568.88s
Word: ' just' | Start: 6568.88s | End: 6569.10s
Word: ' be' | Start: 6569.10s | End: 6569.26s
Word: ' CPU' | Start: 6569.26s | End: 6569.62s
Word: ' bottlenecked,' | Start: 6569.62s | End: 6570.24s
Word: ' man.' | Start: 6570.24s | End: 6570.48s
Word: ' Yeah,' | Start: 6570.50s | End: 6570.72s
Word: ' maybe.' | Start: 6570.72s | End: 6571.46s
Word: ' Just' | Start: 6571.88s | End: 6572.28s
Word: ' check' | Start: 6572.28s | End: 6572.48s
Word: ' if' | Start: 6572.48s | End: 6572.74s
Word: ' you're' | Start: 6572.74s | End: 6572.86s
Word: ' actually' | Start: 6572.86s | End: 6573.04s
Word: ' 1080p.' | Start: 6573.04s | End: 6573.56s
Word: ' Maybe' | Start: 6573.42s | End: 6573.60s
Word: ' it's' | Start: 6573.60s | End: 6573.82s
Word: ' 4K' | Start: 6573.82s | End: 6574.14s
Word: ' somehow.' | Start: 6574.14s | End: 6574.76s
Word: ' I' | Start: 6575.16s | End: 6576.06s
Word: ' don't' | Start: 6576.06s | End: 6576.26s
Word: ' think' | Start: 6576.26s | End: 6576.42s
Word: ' so.' | Start: 6576.42s | End: 6576.76s
Word: ' Yeah,' | Start: 6576.96s | End: 6577.20s
Word: ' 1080p.' | Start: 6577.20s | End: 6577.78s
Word: ' Advanced' | Start: 6577.86s | End: 6578.10s
Word: ' video.' | Start: 6578.10s | End: 6578.52s
Word: ' It' | Start: 6578.60s | End: 6578.64s
Word: ' should' | Start: 6578.64s | End: 6578.74s
Word: ' be' | Start: 6578.74s | End: 6578.86s
Word: ' medium' | Start: 6578.86s | End: 6579.14s
Word: ' except' | Start: 6579.14s | End: 6579.40s
Word: ' everything.' | Start: 6579.40s | End: 6580.28s
Word: ' Let's' | Start: 6580.44s | End: 6580.78s
Word: ' just' | Start: 6580.78s | End: 6581.12s
Word: ' do' | Start: 6581.12s | End: 6581.24s
Word: ' it' | Start: 6581.24s | End: 6581.32s
Word: ' again.' | Start: 6581.32s | End: 6581.56s
Word: ' So' | Start: 6581.58s | End: 6581.62s
Word: ' hit' | Start: 6581.62s | End: 6581.74s
Word: ' medium' | Start: 6581.74s | End: 6582.06s
Word: ' and' | Start: 6582.06s | End: 6582.28s
Word: ' then' | Start: 6582.28s | End: 6582.54s
Word: ' turn' | Start: 6582.54s | End: 6583.72s
Word: ' off' | Start: 6583.72s | End: 6583.88s
Word: ' FSR' | Start: 6583.88s | End: 6584.30s
Word: ' at' | Start: 6584.30s | End: 6584.42s
Word: ' the' | Start: 6584.42s | End: 6584.46s
Word: ' bottom.' | Start: 6584.46s | End: 6585.70s
Word: ' Wow,' | Start: 6586.72s | End: 6587.08s
Word: ' that's' | Start: 6587.08s | End: 6587.36s
Word: ' default,' | Start: 6587.36s | End: 6588.06s
Word: ' eh?' | Start: 6588.06s | End: 6588.24s
Word: ' I' | Start: 6588.26s | End: 6588.36s
Word: ' know,' | Start: 6588.36s | End: 6588.66s
Word: ' it's' | Start: 6588.66s | End: 6588.94s
Word: ' crazy.' | Start: 6588.94s | End: 6589.76s
Word: ' Even,' | Start: 6590.14s | End: 6590.62s
Word: ' man,' | Start: 6590.62s | End: 6591.30s
Word: ' even' | Start: 6591.30s | End: 6591.52s
Word: ' in' | Start: 6591.52s | End: 6591.70s
Word: ' a' | Start: 6591.70s | End: 6591.82s
Word: ' competitive' | Start: 6591.82s | End: 6592.30s
Word: ' game,' | Start: 6592.30s | End: 6592.78s
Word: ' the' | Start: 6594.16s | End: 6594.34s
Word: ' perception' | Start: 6594.34s | End: 6594.84s
Word: ' around' | Start: 6594.84s | End: 6595.36s
Word: ' upscaling' | Start: 6595.36s | End: 6596.18s
Word: ' techniques' | Start: 6596.18s | End: 6596.66s
Word: ' is' | Start: 6596.66s | End: 6597.00s
Word: ' really' | Start: 6597.00s | End: 6597.52s
Word: ' changing.' | Start: 6597.52s | End: 6597.96s
Word: ' And' | Start: 6597.96s | End: 6598.42s
Word: ' I'm' | Start: 6598.42s | End: 6598.70s
Word: ' not' | Start: 6598.70s | End: 6599.54s
Word: ' sure' | Start: 6599.54s | End: 6599.84s
Word: ' if...' | Start: 6599.84s | End: 6600.62s
Word: ' if' | Start: 6600.00s | End: 6600.08s
Word: ' I'm' | Start: 6600.08s | End: 6600.28s
Word: ' here' | Start: 6600.28s | End: 6600.48s
Word: ' for' | Start: 6600.48s | End: 6600.74s
Word: ' it.' | Start: 6600.74s | End: 6601.06s
Word: ' I'm' | Start: 6601.44s | End: 6601.58s
Word: ' gonna' | Start: 6601.58s | End: 6601.68s
Word: ' have' | Start: 6601.68s | End: 6601.84s
Word: ' to' | Start: 6601.84s | End: 6601.96s
Word: ' get' | Start: 6601.96s | End: 6602.08s
Word: ' on' | Start: 6602.08s | End: 6602.24s
Word: ' board' | Start: 6602.24s | End: 6602.48s
Word: ' because' | Start: 6602.60s | End: 6602.82s
Word: ' it's' | Start: 6602.82s | End: 6603.08s
Word: ' just' | Start: 6603.08s | End: 6603.26s
Word: ' a' | Start: 6603.26s | End: 6603.40s
Word: ' happening.' | Start: 6603.40s | End: 6603.92s
Word: ' I' | Start: 6604.08s | End: 6604.20s
Word: ' don't' | Start: 6604.20s | End: 6604.42s
Word: ' hate' | Start: 6604.42s | End: 6604.58s
Word: ' it.' | Start: 6604.58s | End: 6604.88s
Word: ' I' | Start: 6604.88s | End: 6605.08s
Word: ' sit' | Start: 6605.08s | End: 6605.40s
Word: ' far' | Start: 6605.40s | End: 6605.66s
Word: ' enough' | Start: 6605.66s | End: 6605.84s
Word: ' away' | Start: 6605.84s | End: 6606.06s
Word: ' from' | Start: 6606.06s | End: 6606.20s
Word: ' my' | Start: 6606.20s | End: 6606.34s
Word: ' displays' | Start: 6606.34s | End: 6607.04s
Word: ' that' | Start: 6607.72s | End: 6607.96s
Word: ' I' | Start: 6607.96s | End: 6608.32s
Word: ' don't' | Start: 6608.32s | End: 6608.92s
Word: ' really' | Start: 6608.92s | End: 6609.22s
Word: ' mind' | Start: 6609.22s | End: 6609.42s
Word: ' it.' | Start: 6609.42s | End: 6609.66s
Word: ' Like' | Start: 6609.66s | End: 6609.72s
Word: ' I' | Start: 6609.72s | End: 6609.80s
Word: ' play,' | Start: 6609.80s | End: 6610.14s
Word: ' I'm' | Start: 6610.14s | End: 6610.28s
Word: ' playing' | Start: 6610.28s | End: 6610.42s
Word: ' The' | Start: 6610.42s | End: 6610.50s
Word: ' Witcher' | Start: 6610.50s | End: 6610.68s
Word: ' 3' | Start: 6610.68s | End: 6610.94s
Word: ' right' | Start: 6610.94s | End: 6611.16s
Word: ' now' | Start: 6611.16s | End: 6611.36s
Word: ' and' | Start: 6611.98s | End: 6612.12s
Word: ' I' | Start: 6612.12s | End: 6612.22s
Word: ' have' | Start: 6612.22s | End: 6612.50s
Word: ' FSR' | Start: 6612.50s | End: 6613.62s
Word: ' on.' | Start: 6613.62s | End: 6614.00s
